N,P,K,temperature,humidity,ph,rainfall,soil_moisture,latitude,longitude,season,rainfall_past_2yr_avg,rainfall_estimated_this_year,soil_type
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,100,9.049,84.2315,rabi,2583.26,1933.87,mothbeans
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,40.84,25.6333,85.8939,rabi,294.96,239.06,mothbeans
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,64.94,15.4648,76.8581,kharif,920.32,1136.76,mothbeans
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,51.42,31.3855,69.1004,rabi,656.85,509.79,mothbeans
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,100,13.4232,68.7919,kharif,3237.72,3870.26,mothbeans
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,56.51,18.6055,87.0692,rabi,791.84,679.6,mothbeans
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,100,14.2838,79.6603,kharif,2261.46,2338.51,mothbeans
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,79.61,19.7979,73.3622,rabi,1532.95,1281.1,mothbeans
9,60,23,31.96987867,57.17377029,6.276004336,64.25520357,100,9.0064,76.5853,kharif,2300.86,2671.56,mothbeans
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,100,13.2157,87.891,rabi,2923.22,2334.77,mothbeans
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,74.64,16.4435,75.9268,rabi,1348.9,1131.1,mothbeans
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,87.13,15.8036,69.3624,kharif,1438.56,1804.97,mothbeans
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,70.36,19.0635,68.1109,kharif,1085,1174.14,mothbeans
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,49.95,26.9351,70.9545,kharif,524.78,554.36,mothbeans
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,77.39,22.1885,72.7402,rabi,1560.38,1117.95,mothbeans
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,41.18,29.287,72.6378,rabi,339.44,235.76,mothbeans
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,100,13.3627,80.3211,kharif,3955.18,4923.36,mothbeans
21,39,20,27.06179658,52.3003173,7.388007483,60.74583498,59.83,18.4646,84.3128,rabi,960.88,691.84,mothbeans
35,57,25,27.0956288,42.26206161,8.340398059,71.1271039,44.75,28.1559,70.3903,rabi,506.35,360.06,mothbeans
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,54.16,21.7306,86.807,kharif,606.27,753.82,mothbeans
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,100,13.1493,85.2564,kharif,2121.46,2159.55,mothbeans
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,40.06,30.1785,73.2396,rabi,338.39,250.31,mothbeans
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,76.78,17.8796,82.1589,kharif,1221.82,1412.54,mothbeans
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,100,9.0516,70.3795,kharif,2597.97,3127.98,mothbeans
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,100,14.7433,79.8566,rabi,3685.83,2521.91,mothbeans
38,38,18,26.31051759,61.18749126,6.294130313,35.73403813,43.68,30.0433,87.1202,rabi,385.61,323.28,mothbeans
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,37.91,31.9873,69.6627,kharif,223.34,268.29,mothbeans
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,46.84,29.4809,81.5248,kharif,454.87,560.35,mothbeans
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,100,9.4669,71.7246,kharif,2034.4,2182.42,mothbeans
23,58,19,24.17093241,58.25204566,5.243634849,59.18953429,53.73,21.5514,80.4229,rabi,724.83,560.37,mothbeans
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,53.67,18.2608,70.3501,rabi,733.83,534.09,mothbeans
3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,56.97,16.0946,86.4447,kharif,743.14,784.04,mothbeans
26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,75.02,22.1861,73.0593,kharif,1179.74,1410.7,mothbeans
39,42,20,29.3499706,61.25353851,8.055908858,40.82840673,47.27,29.1964,85.886,kharif,425.94,508.12,mothbeans
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,100,11.3974,71.7315,kharif,2890.54,3394.15,mothbeans
24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,54.03,19.0642,79.5728,rabi,761.53,594.77,mothbeans
7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,57.3,18.356,72.7231,kharif,726.98,911.04,mothbeans
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,49.5,29.7288,72.947,rabi,571.63,461.53,mothbeans
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,56.73,15.5779,68.4175,kharif,714.35,832.44,mothbeans
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,41.23,29.7853,73.9338,kharif,298.55,320.14,mothbeans
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,60.7,22.3838,87.517,kharif,862.37,953.02,mothbeans
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,75.38,15.7701,83.8418,rabi,1467.68,1080.12,mothbeans
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,48.34,29.1277,75.2244,kharif,462.01,521.12,mothbeans
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,100,14.0568,84.4172,kharif,1992.98,2513.18,mothbeans
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,56.73,23.1619,73.2799,kharif,713.79,743.19,mothbeans
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,81.5,18.7199,78.1458,kharif,1364.34,1567.32,mothbeans
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,69.88,18.2555,85.3105,kharif,1079.54,1201.76,mothbeans
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,78.65,20.2073,71.6742,kharif,1350.53,1374.64,mothbeans
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,62.7,23.1331,74.1108,kharif,901.86,942.53,mothbeans
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,39.01,30.8428,72.4705,rabi,238.13,195.08,mothbeans
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,39.77,28.2079,78.0999,kharif,230.26,277.65,mothbeans
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,40.66,29.8196,85.8464,kharif,330.7,332.34,mothbeans
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,100,8.7459,87.3787,rabi,2248.98,1865.96,mothbeans
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,77.69,21.5526,82.508,kharif,1334.91,1325.2,mothbeans
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,100,9.2388,83.3207,kharif,2952.19,3470.34,mothbeans
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,61.51,21.0126,81.4916,rabi,1000.95,690.16,mothbeans
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,72.13,23.0474,87.5761,rabi,1302.27,1083.58,mothbeans
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,70.01,17.8327,82.7378,rabi,1334.67,914.48,mothbeans
16,51,21,31.01963639,49.9767522,3.532008668,32.81296548,100,11.8697,73.22,kharif,3669.51,4248.84,mothbeans
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,41.9,26.8484,82.3158,rabi,253.13,203.47,mungbean
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,100,10.8678,74.9854,kharif,2286.79,2384.29,mungbean
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,39.99,29.5441,80.545,rabi,211.5,154.76,mungbean
10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,83.23,15.1271,73.8155,kharif,1292.27,1618.7,mungbean
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,65.09,18.9364,86.9728,kharif,887.53,907.43,mungbean
9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,70.69,16.6397,87.3737,kharif,970.87,1153.3,mungbean
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,100,11.5705,69.7149,kharif,3411.49,3392.57,mungbean
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,40.08,28.3897,86.8906,rabi,210.08,154.55,mungbean
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,65.06,16.0635,75.3807,kharif,871.96,922.04,mungbean
21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,49.77,25.9587,73.9504,kharif,447.9,506.75,mungbean
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,79.25,21.3494,83.7679,kharif,1176.14,1469.98,mungbean
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,60.38,21.5539,76.2872,rabi,857.75,638.49,mungbean
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,74.55,15.3398,75.6427,kharif,1115.31,1266.9,mungbean
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,100,8.4424,82.9169,kharif,3058.52,3543.85,mungbean
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,100,8.1599,79.2908,kharif,3345.43,4224.32,mungbean
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,73.14,21.5581,81.4115,kharif,1119.86,1148.61,mungbean
19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,62.99,23.156,70.0299,rabi,915.44,775.48,mungbean
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,41.76,27.3009,81.7686,rabi,265.26,197.13,mungbean
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,96.37,13.1474,77.6052,rabi,1966.71,1577.89,mungbean
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,57.39,28.7429,77.8658,kharif,613.65,747.19,mungbean
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,63.19,17.2762,83.9001,kharif,828.82,854.91,mungbean
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,73.37,16.132,85.2683,kharif,1033.1,1274.83,mungbean
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,66.67,22.9921,82.4593,kharif,894.28,1050.25,mungbean
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,96.5,8.2086,71.0534,rabi,1984.55,1544.29,mungbean
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,69.73,15.0296,73.4975,kharif,984.71,1124.6,mungbean
34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,41.42,30.1394,70.8932,kharif,217.56,253.87,mungbean
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,73.88,23.8246,70.9996,kharif,1054.98,1277.28,mungbean
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,71.48,17.707,81.3129,rabi,1226.1,872.61,mungbean
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,45.37,24.3049,73.6624,kharif,298.26,377.04,mungbean
23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,100,10.245,79.1187,rabi,2640.82,2187.58,mungbean
35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,100,11.3326,83.5226,kharif,2342.16,2591.9,mungbean
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,100,9.8871,84.7755,kharif,3569.37,4270.22,mungbean
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,46.41,26.6017,77.501,kharif,358.67,359.78,mungbean
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,62.21,15.9055,83.3891,rabi,945.6,645.88,mungbean
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,46.92,28.9596,86.5676,kharif,348.82,416.1,mungbean
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,100,13.8886,73.1176,kharif,2957.32,3441.41,mungbean
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,73.72,17.7478,77.3343,kharif,1067.53,1230.22,mungbean
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,100,11.2466,76.8821,kharif,2313.71,2564.6,mungbean
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,77.45,15.422,68.838,rabi,1394.39,1056.12,mungbean
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,100,13.3105,72.9015,kharif,4182.18,4731.6,mungbean
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,100,8.6491,68.4146,rabi,3039.06,2327.25,mungbean
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,43.28,26.9653,79.2791,kharif,243.36,299.1,mungbean
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,46.28,30.3103,68.0247,kharif,346.03,405.58,mungbean
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,69.55,16.7274,73.7144,kharif,940.35,1143.19,mungbean
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,65.45,18.9324,82.0378,kharif,856.07,955.6,mungbean
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,100,10.0372,79.0725,kharif,3949.23,4876.22,mungbean
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,64.19,21.3121,86.3554,rabi,986.81,696.82,mungbean
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,60.44,21.8149,86.4007,rabi,849.51,647.12,mungbean
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,70.01,17.4596,85.6327,rabi,1177.53,884.61,mungbean
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,100,9.2516,77.4374,kharif,3833.99,4489.15,mungbean
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,49.49,26.5327,73.2741,kharif,444.95,473.86,mungbean
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,100,12.4711,82.4884,rabi,2455.02,1722.02,mungbean
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,76.38,23.6812,86.8844,rabi,1410.27,975.38,mungbean
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,99.36,8.485,87.7679,rabi,2082.25,1601.96,mungbean
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,46.85,31.3576,70.7411,kharif,375,383.74,mungbean
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,59.32,17.5187,68.1384,rabi,853.58,609.12,mungbean
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,100,8.9827,80.2243,rabi,3549.56,2907.71,mungbean
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,100,13.7734,73.0954,kharif,3779.17,4576.7,mungbean
37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,55.91,28.1236,75.8976,kharif,589.01,703.02,mungbean
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,100,10.2119,68.0002,kharif,1999.2,2353.68,mungbean
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,100,12.7576,78.9721,kharif,4532.75,5521.02,mungbean
30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,67.45,15.6408,71.823,kharif,895.52,1083.45,mungbean
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,80.85,21.2642,85.6875,rabi,1548.85,1076.78,mungbean
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,100,8.1358,73.1366,rabi,3968.15,3314.25,mungbean
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,100,10.0924,73.7947,kharif,2406,2894.78,mungbean
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,57.37,22.9996,74.146,rabi,758.71,547.21,mungbean
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,48.34,30.2134,85.19,kharif,390.61,455.58,mungbean
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,100,9.9535,77.9908,kharif,2947.02,3349.14,mungbean
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,54.53,30.3944,84.0529,kharif,572.36,671.29,mungbean
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,45.53,28.9017,78.6355,rabi,405.75,287.78,mungbean
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,90.86,17.031,73.9802,kharif,1574.29,1695.18,mungbean
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,100,8.6621,76.8873,kharif,3388.77,3709.89,mungbean
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,81.19,16.2131,75.3477,kharif,1251.98,1525.35,mungbean
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,42.93,30.6683,71.834,rabi,292.35,245.83,mungbean
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,44.55,28.6774,78.597,kharif,313.25,338.87,mungbean
5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,100,14.1196,77.0032,kharif,2655.23,3041.98,mungbean
22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,61.5,16.9701,83.5603,rabi,868.3,698.65,mungbean
40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,57.57,25.6404,76.1809,kharif,670.34,703.08,mungbean
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,43.8,30.8614,75.7667,kharif,279.81,299.53,mungbean
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,100,8.674,80.3227,kharif,2480.42,3109.92,mungbean
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,71.59,16.8777,81.1165,kharif,982.84,1229.82,mungbean
6,37,17,28.08657178,80.35005927,6.760694228,38.14476781,41.4,30.6323,68.8244,kharif,231.75,248.5,mungbean
6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,100,12.0269,69.6666,kharif,3710.07,3820.98,mungbean
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,43.26,26.2303,85.465,kharif,292.06,294.38,mungbean
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,43.76,27.2613,76.0284,kharif,289.59,306.86,mungbean
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,100,8.9691,75.1068,rabi,2965,2061.63,mungbean
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,100,12.4396,71.1132,rabi,3456.76,2734.97,mungbean
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,44.68,26.6499,69.5301,kharif,304.02,361.13,mungbean
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,45.44,30.4032,75.0404,kharif,310.39,390.54,mungbean
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,100,9.7464,76.4721,rabi,3084.43,2253.6,mungbean
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,86.04,20.4045,73.7178,kharif,1412.58,1592.79,mungbean
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,55.28,20.7843,69.1668,kharif,588.84,639.1,mungbean
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,100,9.812,72.8741,kharif,2324.5,2750.8,mungbean
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,75.67,19.9338,71.2474,kharif,1176.81,1222.7,mungbean
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,53.1,24.1172,87.6812,kharif,560.1,589.96,mungbean
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,100,11.715,70.6681,kharif,3833.68,4665.68,mungbean
4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,65.1,16.2738,83.565,rabi,1039.49,730.42,mungbean
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,100,13.4308,71.502,kharif,3543.99,4092.36,mungbean
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,49.51,25.8634,68.2354,kharif,437.87,472.48,mungbean
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,100,8.0342,74.3592,kharif,2616.72,3289.4,mungbean
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,71.17,21.0663,86.0105,kharif,1142,1134.12,blackgram
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,39.35,29.426,84.9105,rabi,238.88,183.67,blackgram
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,51.17,17.5392,80.2315,rabi,622.55,499.49,blackgram
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,99.38,10.6958,79.5116,summer,2413.9,1292.12,blackgram
44,58,18,28.03644051,65.06601664,6.814410928,72.49507741,60.36,22.4043,77.111,kharif,771.07,895.39,blackgram
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,71.86,23.8774,82.2955,kharif,1082.4,1245.55,blackgram
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,50.75,25.7899,84.5986,summer,694.03,362.82,blackgram
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,72.51,21.0163,72.5646,summer,1457.03,814.2,blackgram
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,37.08,29.3146,72.6482,summer,182.55,103.84,blackgram
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,78.76,16.3318,77.7752,rabi,1461.23,1213.46,blackgram
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,100,12.0569,79.8122,rabi,4623.15,3475.24,blackgram
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,61.13,19.627,71.5331,summer,1083.73,519.86,blackgram
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,56.25,21.8671,84.7679,kharif,632.84,784.16,blackgram
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,100,12.9324,72.7548,kharif,3233.85,3525.01,blackgram
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,100,10.9174,83.7963,kharif,3086.45,3060.31,blackgram
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,46.85,26.768,68.6071,kharif,421.66,431.95,blackgram
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,51.21,26.961,79.2061,kharif,518.04,639.63,blackgram
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,49.68,25.6521,70.1154,rabi,589.21,443.25,blackgram
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,66.17,20.8241,69.805,summer,1237.59,663.74,blackgram
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,41.38,25.391,69.689,kharif,267.85,301.93,blackgram
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,45.37,31.968,75.1075,rabi,441.55,318.58,blackgram
25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,100,11.3066,75.4411,kharif,2783.38,3428.64,blackgram
52,71,16,27.74274761,68.53997144,7.075886472,71.78615328,56.23,22.9944,78.1652,rabi,784.3,579.43,blackgram
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,60.14,19.6354,72.7912,kharif,729.74,918.73,blackgram
20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,41.85,28.5447,86.6184,rabi,313.93,244.25,blackgram
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,45.22,27.8551,85.6182,kharif,392.55,412.99,blackgram
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,46.73,30.7509,72.4597,kharif,405.5,497.98,blackgram
48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,100,14.4604,86.7103,rabi,3690.69,2838.4,blackgram
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,67.07,23.9203,79.2684,summer,1322.38,606.41,blackgram
21,63,22,25.09737391,67.72837887,6.859409487,74.61649888,100,8.3265,86.4232,rabi,2580.55,2187.64,blackgram
20,72,19,32.47648301,64.34848735,7.397190844,65.820457,45.04,29.3353,84.7956,summer,484.97,260.19,blackgram
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,52.52,22.0211,75.432,summer,736.02,395.76,blackgram
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,75.27,23.5379,81.5233,rabi,1406.68,1073.29,blackgram
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,67.95,22.449,76.2547,kharif,944.82,1143.21,blackgram
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,46.75,25.8252,86.4057,summer,552.85,289.01,blackgram
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,49.79,24.5045,78.4626,kharif,471.27,566.65,blackgram
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,47.63,29.6844,76.3984,rabi,503.08,392.83,blackgram
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,44.59,26.9002,72.197,rabi,415.31,299.82,blackgram
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,68.33,19.3584,81.3142,kharif,1053.86,1082.82,blackgram
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,96.26,12.7012,77.8312,kharif,1766.89,1942.63,blackgram
24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,63.24,15.7085,82.179,kharif,867.94,931.21,blackgram
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,100,14.0718,78.2002,rabi,3004.26,2215.62,blackgram
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,64.66,19.1254,83.116,summer,1191.15,646.73,blackgram
55,78,21,33.39438752,62.93692886,6.602888249,63.57445989,40.92,29.3361,86.323,summer,336.51,193.19,blackgram
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,68.78,21.5505,69.1769,kharif,964.12,1210.96,blackgram
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,53.26,31.868,78.1226,kharif,568.13,706.11,blackgram
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,50.35,22.7134,79.2023,rabi,588.82,478.67,blackgram
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,38.8,29.5255,82.3846,summer,244.85,128.77,blackgram
23,70,15,34.6008247,63.11296779,7.403623355,60.41790253,59.45,21.9493,82.6034,summer,1045.99,481.26,blackgram
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,57.91,19.1688,83.5858,kharif,724.03,795.65,blackgram
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,65.23,20.0832,69.098,kharif,881.06,1054.31,blackgram
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,54.57,19.1808,82.436,kharif,607.28,723.77,blackgram
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,100,10.0439,82.4799,rabi,2801.15,2251.68,blackgram
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,67.97,18.3087,78.8419,summer,1346.76,609.56,blackgram
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,47.64,29.5058,71.495,summer,561.28,294.49,blackgram
20,68,17,30.11873003,60.11680815,6.578714843,71.72980375,46.25,28.2404,80.3482,kharif,408.04,472.04,blackgram
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,64.4,17.2412,78.2527,kharif,910.14,972.02,blackgram
44,76,22,27.26458947,68.01232937,7.775306272,68.91754359,86.92,9.1522,81.5045,rabi,1712.86,1390.92,blackgram
34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,39.11,29.9734,82.5796,kharif,207.77,235.36,blackgram
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,100,13.4629,74.215,kharif,4400.49,4680.43,blackgram
25,68,19,29.39982732,64.25510719,7.108450121,67.47677295,100,9.1052,86.9849,kharif,2481.29,3013.64,blackgram
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,100,9.7681,69.5793,kharif,2082.25,2213.96,blackgram
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,39.64,28.5768,68.7775,kharif,227.89,259.64,blackgram
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,100,13.9833,70.4811,kharif,3998.62,4641.47,blackgram
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,50.31,30.2462,87.9713,kharif,496.5,617.82,blackgram
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,69.48,17.4837,71.9639,rabi,1203.48,951.8,blackgram
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,40.65,30.2317,79.5332,summer,336.6,193.38,blackgram
52,70,16,33.66855394,66.60416867,7.534811833,67.32520551,100,8.3302,86.9548,summer,4154.91,1976.83,blackgram
